Departamento,Provincia,Distrito,No Pobre,Pobre,Pobre extremo
LIMA,YAUYOS,MIRAFLORES,26,72,9
LIMA,YAUYOS,OMAS,32,89,95
LIMA,YAUYOS,PUTINZA,27,62,128
LIMA,YAUYOS,QUINCHES,8,187,42
LIMA,YAUYOS,QUINOCAY,62,90,40
LIMA,YAUYOS,SAN JOAQUIN,10,25,9
LIMA,YAUYOS,SAN PEDRO DE PILAS,12,59,82
LIMA,YAUYOS,TANTA,26,62,26
LIMA,YAUYOS,TAURIPAMPA,18,161,55
LIMA,YAUYOS,TOMAS,28,79,124
LIMA,YAUYOS,TUPE,19,53,129
LIMA,YAUYOS,VIÑAC,33,241,361
LIMA,YAUYOS,VITIS,8,51,39
LORETO,MAYNAS,IQUITOS,31155,47377,176135
LORETO,MAYNAS,ALTO NANAY,31155,47377,176135
LORETO,MAYNAS,FERNANDO LORES,81,436,3471
LORETO,MAYNAS,INDIANA,52,451,2736
LORETO,MAYNAS,LAS AMAZONAS,60,152,2433
LORETO,MAYNAS,MAZAN,185,447,3862
LORETO,MAYNAS,NAPO,111,348,3447
LORETO,MAYNAS,PUNCHANA,2412,4980,10055
LORETO,MAYNAS,TORRES CAUSANA,44,23,1536
LORETO,MAYNAS,BELEN,2738,5264,12862
LORETO,MAYNAS,SAN JUAN BAUTISTA,11547,11044,13972
LORETO,ALTO AMAZONAS,YURIMAGUAS,4642,4755,18110
LORETO,ALTO AMAZONAS,BALSAPUERTO,251,5707,840
LORETO,ALTO AMAZONAS,JEBEROS,18,81,1327
LORETO,ALTO AMAZONAS,LAGUNAS,181,95,4533
LORETO,ALTO AMAZONAS,SANTA CRUZ,38,16,1236
LORETO,ALTO AMAZONAS,TENIENTE CESAR LOPEZ ROJAS,33,881,988
LORETO,LORETO,NAUTA,454,1579,5091
LORETO,LORETO,PARINARI,39,136,1683
LORETO,LORETO,TIGRE,83,2929,202
LORETO,LORETO,TROMPETEROS,116,26,2408
LORETO,LORETO,URARINAS,120,83,4862
LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,602,916,6092
LORETO,MARISCAL RAMON CASTILLA,PEBAS,97,771,3189
LORETO,MARISCAL RAMON CASTILLA,YAVARI,109,1171,2404
LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,113,815,3500
LORETO,REQUENA,REQUENA,1241,2001,6232
LORETO,REQUENA,ALTO TAPICHE,5,40,313
LORETO,REQUENA,CAPELO,22,298,921
LORETO,REQUENA,EMILIO SAN MARTIN,13,51,1433
LORETO,REQUENA,MAQUIA,24,146,2293
LORETO,REQUENA,PUINAHUA,80,94,1964
LORETO,REQUENA,SAQUENA,19,56,1005
LORETO,REQUENA,SOPLIN,2,200,2
LORETO,REQUENA,TAPICHE,5,194,148
LORETO,REQUENA,JENARO HERRERA,9,149,1151
LORETO,REQUENA,YAQUERANA,70,101,850
LORETO,UCAYALI,CONTAMANA,301,263,5943
LORETO,UCAYALI,INAHUAYA,9,21,539
LORETO,UCAYALI,PADRE MARQUEZ,36,245,1163
LORETO,UCAYALI,PAMPA HERMOSA,100,580,2084
LORETO,UCAYALI,SARAYACU,86,1356,2552
LORETO,UCAYALI,VARGAS GUERRA,106,474,1855
LORETO,DATEM DEL MARAÑON,BARRANCA,250,415,3732
LORETO,DATEM DEL MARAÑON,CAHUAPANAS,104,2883,310
LORETO,DATEM DEL MARAÑON,MANSERICHE,202,293,3111
LORETO,DATEM DEL MARAÑON,MORONA,180,161,3013
LORETO,DATEM DEL MARAÑON,PASTAZA,87,41,1932
LORETO,DATEM DEL MARAÑON,ANDOAS,174,3694,470
LORETO,PUTUMAYO,PUTUMAYO,144,127,1060
LORETO,PUTUMAYO,ROSA PANDURO,11,224,15
LORETO,PUTUMAYO,TENIENTE MANUEL CLAVERO,58,170,932
LORETO,PUTUMAYO,YAGUAS,37,498,79
MADRE DE DIOS,TAMBOPATA,TAMBOPATA,6980,10675,5428
MADRE DE DIOS,TAMBOPATA,INAMBARI,1440,1456,1089
MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,1582,1460,841
MADRE DE DIOS,TAMBOPATA,LABERINTO,526,707,494
MADRE DE DIOS,MANU,MANU,268,564,601
MADRE DE DIOS,MANU,FITZCARRALD,67,14,429
MADRE DE DIOS,MANU,MADRE DE DIOS,529,885,955
MADRE DE DIOS,MANU,HUEPETUHE,728,596,397
MADRE DE DIOS,TAHUAMANU,IÑAPARI,32,243,112
MADRE DE DIOS,TAHUAMANU,IBERIA,456,727,503
MADRE DE DIOS,TAHUAMANU,TAHUAMANU,416,426,187
MOQUEGUA,MARISCAL NIETO,MOQUEGUA,8597,4408,618
MOQUEGUA,MARISCAL NIETO,CARUMAS,20,242,105
MOQUEGUA,MARISCAL NIETO,CUCHUMBAYA,47,97,114
MOQUEGUA,MARISCAL NIETO,SAMEGUA,997,1251,162
MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,129,161,313
MOQUEGUA,MARISCAL NIETO,TORATA,413,582,507
MOQUEGUA,MARISCAL NIETO,SAN ANTONIO,2556,3706,395
MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,177,128,68
MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,34,126,111
MOQUEGUA,GENERAL SANCHEZ CERRO,COALAQUE,89,149,47
MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,199,423,477
MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,54,79,132
MOQUEGUA,GENERAL SANCHEZ CERRO,LLOQUE,24,117,85
MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,37,90,126
MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,123,407,526
MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,42,37,15
MOQUEGUA,GENERAL SANCHEZ CERRO,UBINAS,132,462,377
MOQUEGUA,GENERAL SANCHEZ CERRO,YUNGA,40,173,92
MOQUEGUA,ILO,ILO,10217,8981,376
MOQUEGUA,ILO,EL ALGARROBAL,494,1276,79
MOQUEGUA,ILO,PACOCHA,383,45,1
PASCO,PASCO,CHAUPIMARCA,2710,2701,1624
PASCO,PASCO,HUACHON,331,602,419
PASCO,PASCO,HUARIACA,255,805,1178
PASCO,PASCO,HUAYLLAY,703,513,375
PASCO,PASCO,NINACACA,374,621,323
PASCO,PASCO,PALLANCHACRA,136,384,262
PASCO,PASCO,PAUCARTAMBO,1049,1995,1351
PASCO,PASCO,SAN FRANCISCO DE ASIS DE YARUSYACAN,980,1002,340
PASCO,PASCO,SIMON BOLIVAR,2166,705,195
PASCO,PASCO,TICLACAYAN,334,561,675
PASCO,PASCO,TINYAHUARCO,554,245,149
PASCO,PASCO,VICCO,286,244,423
PASCO,PASCO,YANACANCHA,1909,1042,449
PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,653,2131,2157
PASCO,DANIEL ALCIDES CARRION,CHACAYAN,98,219,629
PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,51,138,108
PASCO,DANIEL ALCIDES CARRION,PAUCAR,55,347,535
PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,85,283,163
PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,366,999,1329
PASCO,DANIEL ALCIDES CARRION,TAPUC,75,310,494
PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,57,221,280
PASCO,OXAPAMPA,OXAPAMPA,2388,1370,1054
PASCO,OXAPAMPA,CHONTABAMBA,783,597,366
PASCO,OXAPAMPA,HUANCABAMBA,425,1618,461
PASCO,OXAPAMPA,PALCAZU,325,307,2932
PASCO,OXAPAMPA,POZUZO,152,736,632
PASCO,OXAPAMPA,PUERTO BERMUDEZ,559,651,5249
PASCO,OXAPAMPA,VILLA RICA,1320,1431,2812
PASCO,OXAPAMPA,CONSTITUCION,422,1041,4139
PIURA,PIURA,PIURA,93313,236353,196035
PIURA,PIURA,CASTILLA,12331,18605,8274
PIURA,PIURA,CATACAOS,93313,236353,196035
PIURA,PIURA,CURA MORI,404,1705,3543
PIURA,PIURA,EL TALLAN,93313,236353,196035
PIURA,PIURA,LA ARENA,873,4898,10111
PIURA,PIURA,LA UNION,916,4655,7555
PIURA,PIURA,LAS LOMAS,575,3227,5450
PIURA,PIURA,TAMBO GRANDE,4892,14188,13298
PIURA,PIURA,VEINTISEIS DE OCTUBRE,8018,24865,13502
PIURA,AYABACA,AYABACA,458,3513,6304
PIURA,AYABACA,FRIAS,203,2933,3360
PIURA,AYABACA,JILILI,43,249,630
PIURA,AYABACA,LAGUNAS,71,650,1260
PIURA,AYABACA,MONTERO,123,375,1602
PIURA,AYABACA,PACAIPAMPA,285,1714,5201
PIURA,AYABACA,PAIMAS,299,1990,1833
PIURA,AYABACA,SAPILLICA,118,538,3430
PIURA,AYABACA,SICCHEZ,18,171,432
PIURA,AYABACA,SUYO,271,2088,1860
PIURA,HUANCABAMBA,HUANCABAMBA,694,2614,6162
PIURA,HUANCABAMBA,CANCHAQUE,154,238,2193
PIURA,HUANCABAMBA,EL CARMEN DE LA FRONTERA,109,1476,2450
PIURA,HUANCABAMBA,HUARMACA,579,4655,6694
PIURA,HUANCABAMBA,LALAQUIZ,38,695,654
PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,123,1622,1447
PIURA,HUANCABAMBA,SONDOR,119,959,1534
PIURA,HUANCABAMBA,SONDORILLO,161,1389,2383
PIURA,MORROPON,CHULUCANAS,3694,11744,12039
PIURA,MORROPON,BUENOS AIRES,207,1745,1320
PIURA,MORROPON,CHALACO,133,1543,1130
PIURA,MORROPON,LA MATANZA,516,2089,3560
PIURA,MORROPON,MORROPON,356,1212,4071
PIURA,MORROPON,SALITRAL,150,1610,1503
PIURA,MORROPON,SAN JUAN DE BIGOTE,183,1211,1185
PIURA,MORROPON,SANTA CATALINA DE MOSSA,51,629,785
PIURA,MORROPON,SANTO DOMINGO,134,658,1487
PIURA,MORROPON,YAMANGO,100,246,2315
PIURA,PAITA,PAITA,8015,12277,5023
PIURA,PAITA,AMOTAPE,189,305,260
PIURA,PAITA,ARENAL,100,167,103
PIURA,PAITA,COLAN,526,2321,1778
PIURA,PAITA,LA HUACA,823,1904,865
PIURA,PAITA,TAMARINDO,165,566,873
PIURA,PAITA,VICHAYAL,220,1041,502
PIURA,SULLANA,SULLANA,13153,21104,7262
PIURA,SULLANA,BELLAVISTA,2928,6231,2196
PIURA,SULLANA,IGNACIO ESCUDERO,396,3481,1568
PIURA,SULLANA,LANCONES,281,1113,2984
PIURA,SULLANA,MARCAVELICA,1471,4015,2209
PIURA,SULLANA,MIGUEL CHECA,305,1756,570
PIURA,SULLANA,QUERECOTILLO,690,4044,1001
PIURA,SULLANA,SALITRAL,563,1138,219
PIURA,TALARA,PARIÑAS,10899,10696,2987
PIURA,TALARA,EL ALTO,622,1050,487
PIURA,TALARA,LA BREA,506,1041,324
PIURA,TALARA,LOBITOS,183,86,66
PIURA,TALARA,LOS ORGANOS,1134,1459,322
PIURA,TALARA,MANCORA,746,1990,422
PIURA,SECHURA,SECHURA,3476,7552,5518
PIURA,SECHURA,BELLAVISTA DE LA UNION,282,633,292
PIURA,SECHURA,BERNAL,173,1315,633
PIURA,SECHURA,CRISTO NOS VALGA,162,786,549
PIURA,SECHURA,VICE,673,2850,1299
PIURA,SECHURA,RINCONADA LLICUAR,70,507,349
PUNO,PUNO,PUNO,70424,126447,163277
PUNO,PUNO,ACORA,70424,126447,163277
PUNO,PUNO,AMANTANI,47,634,658
PUNO,PUNO,ATUNCOLLA,70424,126447,163277
PUNO,PUNO,CAPACHICA,175,1385,1192
PUNO,PUNO,CHUCUITO,227,820,1415
PUNO,PUNO,COATA,248,1005,1352
PUNO,PUNO,HUATA,106,405,812
PUNO,PUNO,MAÑAZO,293,783,735
PUNO,PUNO,PAUCARCOLLA,175,801,1041
PUNO,PUNO,PICHACANI,314,483,1661
PUNO,PUNO,PLATERIA,271,1049,1591
PUNO,PUNO,SAN ANTONIO,23,87,351
PUNO,PUNO,TIQUILLACA,77,244,469
PUNO,PUNO,VILQUE,261,378,645
PUNO,AZANGARO,AZANGARO,2124,3501,8773
PUNO,AZANGARO,ACHAYA,63,149,1304
PUNO,AZANGARO,ARAPA,203,664,2385
PUNO,AZANGARO,ASILLO,444,773,4788
PUNO,AZANGARO,CAMINACA,45,702,692
PUNO,AZANGARO,CHUPA,349,647,1972
PUNO,AZANGARO,JOSE DOMINGO CHOQUEHUANCA,101,408,931
PUNO,AZANGARO,MUÑANI,202,703,1687
PUNO,AZANGARO,POTONI,166,126,1642
PUNO,AZANGARO,SAMAN,123,1098,2348
PUNO,AZANGARO,SAN ANTON,201,1074,1348
PUNO,AZANGARO,SAN JOSE,155,801,855
PUNO,AZANGARO,SAN JUAN DE SALINAS,117,607,806
PUNO,AZANGARO,SANTIAGO DE PUPUJA,143,532,1330
PUNO,AZANGARO,TIRAPATA,98,346,642
PUNO,CARABAYA,MACUSANI,433,1593,2473
PUNO,CARABAYA,AJOYANI,140,332,271
PUNO,CARABAYA,AYAPATA,268,969,1016
PUNO,CARABAYA,COASA,298,1029,792
PUNO,CARABAYA,CORANI,73,624,886
PUNO,CARABAYA,CRUCERO,294,1250,1291
PUNO,CARABAYA,ITUATA,104,572,921
PUNO,CARABAYA,OLLACHEA,179,507,844
PUNO,CARABAYA,SAN GABAN,496,851,399
PUNO,CARABAYA,USICAYOS,156,642,948
PUNO,CHUCUITO,JULI,1161,3132,2904
PUNO,CHUCUITO,DESAGUADERO,631,1202,1419
PUNO,CHUCUITO,HUACULLANI,140,295,1832
PUNO,CHUCUITO,KELLUYO,170,566,1412
PUNO,CHUCUITO,PISACOMA,97,393,890
PUNO,CHUCUITO,POMATA,240,1520,2879
PUNO,CHUCUITO,ZEPITA,340,1357,3962
PUNO,EL COLLAO,ILAVE,2706,7950,7853
PUNO,EL COLLAO,CAPAZO,35,121,312
PUNO,EL COLLAO,PILCUYO,379,1388,2365
PUNO,EL COLLAO,SANTA ROSA,104,505,918
PUNO,EL COLLAO,CONDURIRI,100,348,870
PUNO,HUANCANE,HUANCANE,1029,3098,4351
PUNO,HUANCANE,COJATA,91,219,1118
PUNO,HUANCANE,HUATASANI,61,288,655
PUNO,HUANCANE,INCHUPALLA,32,246,875
PUNO,HUANCANE,PUSI,120,869,1051
PUNO,HUANCANE,ROSASPATA,87,169,1678
PUNO,HUANCANE,TARACO,341,2110,1828
PUNO,HUANCANE,VILQUE CHICO,165,1040,2091
PUNO,LAMPA,LAMPA,502,787,2342
PUNO,LAMPA,CABANILLA,295,674,874
PUNO,LAMPA,CALAPUJA,65,196,315
PUNO,LAMPA,NICASIO,84,146,1163
PUNO,LAMPA,OCUVIRI,73,205,464
PUNO,LAMPA,PALCA,106,118,655
PUNO,LAMPA,PARATIA,153,177,671
PUNO,LAMPA,PUCARA,151,279,1827
PUNO,LAMPA,SANTA LUCIA,339,807,921
PUNO,LAMPA,VILAVILA,41,108,336
PUNO,MELGAR,AYAVIRI,1999,3828,2892
PUNO,MELGAR,ANTAUTA,520,580,509
PUNO,MELGAR,CUPI,90,234,488
PUNO,MELGAR,LLALLI,80,321,578
PUNO,MELGAR,MACARI,251,799,1352
PUNO,MELGAR,NUÑOA,295,1077,1573
PUNO,MELGAR,ORURILLO,206,787,1961
PUNO,MELGAR,SANTA ROSA,161,552,1293
PUNO,MELGAR,UMACHIRI,127,360,622
PUNO,MOHO,MOHO,280,1206,3504
PUNO,MOHO,CONIMA,69,300,1063
PUNO,MOHO,HUAYRAPATA,27,93,803
PUNO,MOHO,TILALI,31,451,584
PUNO,SAN ANTONIO DE PUTINA,PUTINA,1113,2371,1509
PUNO,SAN ANTONIO DE PUTINA,ANANEA,366,255,890
PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,46,199,667
PUNO,SAN ANTONIO DE PUTINA,QUILCAPUNCU,49,397,1171
PUNO,SAN ANTONIO DE PUTINA,SINA,52,73,385
PUNO,SAN ROMAN,JULIACA,24814,21779,8102
PUNO,SAN ROMAN,CABANA,399,695,821
PUNO,SAN ROMAN,CABANILLAS,375,690,550
PUNO,SAN ROMAN,CARACOTO,375,1710,792
PUNO,SAN ROMAN,SAN MIGUEL,3831,10594,4186
PUNO,SANDIA,SANDIA,477,1080,1847
PUNO,SANDIA,CUYOCUYO,136,518,1031
PUNO,SANDIA,LIMBANI,178,253,483
PUNO,SANDIA,PATAMBUCO,237,382,1226
PUNO,SANDIA,PHARA,365,560,609
PUNO,SANDIA,QUIACA,94,150,605
PUNO,SANDIA,SAN JUAN DEL ORO,79,647,865
PUNO,SANDIA,YANAHUAYA,96,257,432
PUNO,SANDIA,ALTO INAMBARI,284,1138,1195
PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,225,434,1383
PUNO,YUNGUYO,YUNGUYO,1564,2883,2088
PUNO,YUNGUYO,ANAPIA,1,82,285
PUNO,YUNGUYO,COPANI,147,737,845
PUNO,YUNGUYO,CUTURAPI,42,143,217
PUNO,YUNGUYO,OLLARAYA,48,553,219
PUNO,YUNGUYO,TINICACHI,22,116,76
PUNO,YUNGUYO,UNICACHI,44,136,208
SAN MARTIN,MOYOBAMBA,MOYOBAMBA,44432,91136,127603
SAN MARTIN,MOYOBAMBA,CALZADA,44432,91136,127603
SAN MARTIN,MOYOBAMBA,HABANA,44432,91136,127603
SAN MARTIN,MOYOBAMBA,JEPELACIO,495,2863,2768
SAN MARTIN,MOYOBAMBA,SORITOR,1013,3063,3556
SAN MARTIN,MOYOBAMBA,YANTALO,137,607,532
SAN MARTIN,BELLAVISTA,BELLAVISTA,1525,2017,1853
SAN MARTIN,BELLAVISTA,ALTO BIAVO,154,1217,2579
SAN MARTIN,BELLAVISTA,BAJO BIAVO,156,1957,2703
SAN MARTIN,BELLAVISTA,HUALLAGA,32,331,565
SAN MARTIN,BELLAVISTA,SAN PABLO,180,1049,2194
SAN MARTIN,BELLAVISTA,SAN RAFAEL,484,812,318
SAN MARTIN,EL DORADO,SAN JOSE DE SISA,483,1341,3613
SAN MARTIN,EL DORADO,AGUA BLANCA,50,393,496
SAN MARTIN,EL DORADO,SAN MARTIN,172,970,2980
SAN MARTIN,EL DORADO,SANTA ROSA,125,1160,1726
SAN MARTIN,EL DORADO,SHATOJA,78,388,472
SAN MARTIN,HUALLAGA,SAPOSOA,786,1392,3180
SAN MARTIN,HUALLAGA,ALTO SAPOSOA,41,759,638
SAN MARTIN,HUALLAGA,EL ESLABON,83,408,460
SAN MARTIN,HUALLAGA,PISCOYACU,120,488,753
SAN MARTIN,HUALLAGA,SACANCHE,117,379,308
SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,22,195,58
SAN MARTIN,LAMAS,LAMAS,411,186,4333
SAN MARTIN,LAMAS,ALONSO DE ALVARADO,146,2131,2878
SAN MARTIN,LAMAS,BARRANQUITA,113,816,1321
SAN MARTIN,LAMAS,CAYNARACHI,175,618,1996
SAN MARTIN,LAMAS,CUÑUMBUQUI,72,745,1052
SAN MARTIN,LAMAS,PINTO RECODO,142,1143,1842
SAN MARTIN,LAMAS,RUMISAPA,121,135,1064
SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,26,224,387
SAN MARTIN,LAMAS,SHANAO,50,191,617
SAN MARTIN,LAMAS,TABALOSOS,484,1874,2671
SAN MARTIN,LAMAS,ZAPATERO,74,397,1873
SAN MARTIN,MARISCAL CACERES,JUANJUI,1828,2256,5001
SAN MARTIN,MARISCAL CACERES,CAMPANILLA,340,1826,1613
SAN MARTIN,MARISCAL CACERES,HUICUNGO,217,1586,1606
SAN MARTIN,MARISCAL CACERES,PACHIZA,73,1068,1257
SAN MARTIN,MARISCAL CACERES,PAJARILLO,161,957,1069
SAN MARTIN,PICOTA,PICOTA,469,1146,1134
SAN MARTIN,PICOTA,BUENOS AIRES,51,544,622
SAN MARTIN,PICOTA,CASPISAPA,102,439,175
SAN MARTIN,PICOTA,PILLUANA,19,268,64
SAN MARTIN,PICOTA,PUCACACA,221,748,272
SAN MARTIN,PICOTA,SAN CRISTOBAL,42,177,123
SAN MARTIN,PICOTA,SAN HILARION,130,336,778
SAN MARTIN,PICOTA,SHAMBOYACU,74,507,2833
SAN MARTIN,PICOTA,TINGO DE PONASA,26,167,1528
SAN MARTIN,PICOTA,TRES UNIDOS,83,1089,455
SAN MARTIN,RIOJA,RIOJA,3537,2544,2256
SAN MARTIN,RIOJA,AWAJUN,234,718,2549
SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,995,2397,2366
SAN MARTIN,RIOJA,NUEVA CAJAMARCA,5667,6214,6224
SAN MARTIN,RIOJA,PARDO MIGUEL,347,2755,2784
SAN MARTIN,RIOJA,POSIC,158,384,205
SAN MARTIN,RIOJA,SAN FERNANDO,193,459,436
SAN MARTIN,RIOJA,YORONGOS,58,730,256
SAN MARTIN,RIOJA,YURACYACU,163,492,567
SAN MARTIN,SAN MARTIN,TARAPOTO,3098,4299,3652
SAN MARTIN,SAN MARTIN,ALBERTO LEVEAU,23,193,100
SAN MARTIN,SAN MARTIN,CACATACHI,250,440,424
SAN MARTIN,SAN MARTIN,CHAZUTA,103,155,2518
SAN MARTIN,SAN MARTIN,CHIPURANA,21,578,304
SAN MARTIN,SAN MARTIN,EL PORVENIR,38,591,373
SAN MARTIN,SAN MARTIN,HUIMBAYOC,31,786,501
SAN MARTIN,SAN MARTIN,JUAN GUERRA,456,405,234
SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,6655,3744,3653
SAN MARTIN,SAN MARTIN,MORALES,1641,2091,3036
SAN MARTIN,SAN MARTIN,PAPAPLAYA,46,463,426
SAN MARTIN,SAN MARTIN,SAN ANTONIO,160,323,208
SAN MARTIN,SAN MARTIN,SAUCE,181,1022,1334
SAN MARTIN,SAN MARTIN,SHAPAJA,25,364,84
SAN MARTIN,TOCACHE,TOCACHE,2012,3714,5377
SAN MARTIN,TOCACHE,NUEVO PROGRESO,281,900,2794
SAN MARTIN,TOCACHE,POLVORA,526,1989,1730
SAN MARTIN,TOCACHE,SHUNTE,27,395,445
SAN MARTIN,TOCACHE,UCHIZA,476,1670,3283
SAN MARTIN,TOCACHE,SANTA LUCIA,72,347,693
TACNA,TACNA,TACNA,10459,13097,540
TACNA,TACNA,ALTO DE LA ALIANZA,4349,6625,443
TACNA,TACNA,CALANA,455,454,186
TACNA,TACNA,CIUDAD NUEVA,2833,8327,724
TACNA,TACNA,INCLAN,322,361,67
TACNA,TACNA,PACHIA,331,240,35
TACNA,TACNA,PALCA,49,261,256
TACNA,TACNA,POCOLLAY,2104,4120,398
TACNA,TACNA,SAMA,411,328,116
TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,10764,24840,1561
TACNA,TACNA,La Yarada los Palos,424,1605,716
TACNA,CANDARAVE,CANDARAVE,85,616,272
TACNA,CANDARAVE,CAIRANI,28,135,126
TACNA,CANDARAVE,CAMILACA,42,196,137
TACNA,CANDARAVE,CURIBAYA,34,55,31
TACNA,CANDARAVE,HUANUARA,23,95,54
TACNA,CANDARAVE,QUILAHUANI,28,193,208
TACNA,JORGE BASADRE,LOCUMBA,204,293,100
TACNA,JORGE BASADRE,ILABAYA,449,779,279
TACNA,JORGE BASADRE,ITE,320,233,70
TACNA,TARATA,TARATA,90,651,296
TACNA,TARATA,HEROES ALBARRACIN (CHUCATAMANI),49,111,63
TACNA,TARATA,ESTIQUE,13,66,19
TACNA,TARATA,ESTIQUE-PAMPA,21,62,16
TACNA,TARATA,SITAJARA,30,85,36
TACNA,TARATA,SUSAPAYA,23,165,87
TACNA,TARATA,TARUCACHI,10,86,68
TACNA,TARATA,TICACO,31,156,142
TUMBES,TUMBES,TUMBES,8606,11304,4430
TUMBES,TUMBES,CORRALES,991,2810,1616
TUMBES,TUMBES,LA CRUZ,309,1971,769
TUMBES,TUMBES,PAMPAS DE HOSPITAL,500,964,793
TUMBES,TUMBES,SAN JACINTO,358,823,1562
TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,281,446,658
TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,435,1169,705
TUMBES,CONTRALMIRANTE VILLAR,CASITAS,158,405,266
TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,433,1107,559
TUMBES,ZARUMILLA,ZARUMILLA,1215,3107,2874
TUMBES,ZARUMILLA,AGUAS VERDES,918,2303,4795
TUMBES,ZARUMILLA,MATAPALO,164,747,479
TUMBES,ZARUMILLA,PAPAYAL,357,964,812
UCAYALI,CORONEL PORTILLO,CALLERIA,28667,36860,83201
UCAYALI,CORONEL PORTILLO,CAMPOVERDE,1764,1729,1655
UCAYALI,CORONEL PORTILLO,IPARIA,149,119,5160
UCAYALI,CORONEL PORTILLO,MASISEA,199,226,2688
UCAYALI,CORONEL PORTILLO,YARINACOCHA,3945,6729,14425
UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,313,909,1429
UCAYALI,CORONEL PORTILLO,MANANTAY,7395,8894,10181
UCAYALI,ATALAYA,RAYMONDI,999,1037,11903
UCAYALI,ATALAYA,SEPAHUA,272,351,2911
UCAYALI,ATALAYA,TAHUANIA,157,198,3093
UCAYALI,ATALAYA,YURUA,41,1,709
UCAYALI,PADRE ABAD,PADRE ABAD,2441,1977,2721
UCAYALI,PADRE ABAD,IRAZOLA,784,969,2239
UCAYALI,PADRE ABAD,CURIMANA,134,1187,2479
UCAYALI,PADRE ABAD,NESHUYA,265,1154,856
UCAYALI,PADRE ABAD,ALEXANDER VON HUMBOLDT,151,547,1859
UCAYALI,PADRE ABAD,HUIPOCA,47,182,688
UCAYALI,PADRE ABAD,BOQUERON,54,246,113
UCAYALI,PURUS,PURUS,93,1016,248
