Departamento,Provincia,Distrito,No Pobre,Pobre,Pobre extremo
AYACUCHO,SUCRE,SAN SALVADOR DE QUIJE,22,278,228
AYACUCHO,SUCRE,SANTIAGO DE PAUCARAY,10,115,152
AYACUCHO,SUCRE,SORAS,45,206,140
AYACUCHO,VICTOR FAJARDO,HUANCAPI,82,343,284
AYACUCHO,VICTOR FAJARDO,ALCAMENCA,37,244,445
AYACUCHO,VICTOR FAJARDO,APONGO,59,96,206
AYACUCHO,VICTOR FAJARDO,ASQUIPATA,20,61,118
AYACUCHO,VICTOR FAJARDO,CANARIA,206,508,306
AYACUCHO,VICTOR FAJARDO,CAYARA,43,77,441
AYACUCHO,VICTOR FAJARDO,COLCA,24,200,315
AYACUCHO,VICTOR FAJARDO,HUAMANQUIQUIA,11,182,309
AYACUCHO,VICTOR FAJARDO,HUANCARAYLLA,33,321,229
AYACUCHO,VICTOR FAJARDO,HUAYA,32,440,362
AYACUCHO,VICTOR FAJARDO,SARHUA,29,305,822
AYACUCHO,VICTOR FAJARDO,VILCANCHOS,48,493,651
AYACUCHO,VILCAS HUAMAN,VILCAS HUAMAN,202,1227,1093
AYACUCHO,VILCAS HUAMAN,ACCOMARCA,27,11,603
AYACUCHO,VILCAS HUAMAN,CARHUANCA,20,207,121
AYACUCHO,VILCAS HUAMAN,CONCEPCION,45,279,612
AYACUCHO,VILCAS HUAMAN,HUAMBALPA,20,167,495
AYACUCHO,VILCAS HUAMAN,INDEPENDENCIA,21,115,411
AYACUCHO,VILCAS HUAMAN,SAURAMA,24,193,239
AYACUCHO,VILCAS HUAMAN,VISCHONGO,127,866,394
CAJAMARCA,CAJAMARCA,CAJAMARCA,65492,171995,206025
CAJAMARCA,CAJAMARCA,ASUNCION,146,1275,932
CAJAMARCA,CAJAMARCA,CHETILLA,65492,171995,206025
CAJAMARCA,CAJAMARCA,COSPAN,102,956,1051
CAJAMARCA,CAJAMARCA,ENCAÑADA,65492,171995,206025
CAJAMARCA,CAJAMARCA,JESUS,401,1673,2101
CAJAMARCA,CAJAMARCA,LLACANORA,248,811,684
CAJAMARCA,CAJAMARCA,LOS BAÑOS DEL INCA,3345,6442,4093
CAJAMARCA,CAJAMARCA,MAGDALENA,145,500,2269
CAJAMARCA,CAJAMARCA,MATARA,108,755,453
CAJAMARCA,CAJAMARCA,NAMORA,266,1569,1625
CAJAMARCA,CAJAMARCA,SAN JUAN,172,812,706
CAJAMARCA,CAJABAMBA,CAJABAMBA,2552,4789,3134
CAJAMARCA,CAJABAMBA,CACHACHI,737,2732,3941
CAJAMARCA,CAJABAMBA,CONDEBAMBA,380,1777,2120
CAJAMARCA,CAJABAMBA,SITACOCHA,90,1364,1257
CAJAMARCA,CELENDIN,CELENDIN,1183,2906,2713
CAJAMARCA,CELENDIN,CHUMUCH,21,361,622
CAJAMARCA,CELENDIN,CORTEGANA,68,1131,977
CAJAMARCA,CELENDIN,HUASMIN,76,1359,2317
CAJAMARCA,CELENDIN,JORGE CHAVEZ,11,89,98
CAJAMARCA,CELENDIN,JOSE GALVEZ,79,386,374
CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,26,470,886
CAJAMARCA,CELENDIN,OXAMARCA,64,1029,1538
CAJAMARCA,CELENDIN,SOROCHUCO,96,913,2055
CAJAMARCA,CELENDIN,SUCRE,115,608,599
CAJAMARCA,CELENDIN,UTCO,31,253,133
CAJAMARCA,CELENDIN,LA LIBERTAD DE PALLAN,86,823,1575
CAJAMARCA,CHOTA,CHOTA,2107,6955,5306
CAJAMARCA,CHOTA,ANGUIA,58,533,669
CAJAMARCA,CHOTA,CHADIN,62,831,692
CAJAMARCA,CHOTA,CHIGUIRIP,47,922,611
CAJAMARCA,CHOTA,CHIMBAN,38,175,551
CAJAMARCA,CHOTA,CHOROPAMPA,75,539,411
CAJAMARCA,CHOTA,COCHABAMBA,109,402,1651
CAJAMARCA,CHOTA,CONCHAN,231,1166,495
CAJAMARCA,CHOTA,HUAMBOS,124,865,2105
CAJAMARCA,CHOTA,LAJAS,129,1549,2712
CAJAMARCA,CHOTA,LLAMA,246,1211,1306
CAJAMARCA,CHOTA,MIRACOSTA,48,439,817
CAJAMARCA,CHOTA,PACCHA,139,752,740
CAJAMARCA,CHOTA,PION,7,97,303
CAJAMARCA,CHOTA,QUEROCOTO,130,1322,1404
CAJAMARCA,CHOTA,SAN JUAN DE LICUPIS,11,147,208
CAJAMARCA,CHOTA,TACABAMBA,310,1989,2313
CAJAMARCA,CHOTA,TOCMOCHE,34,71,301
CAJAMARCA,CHOTA,CHALAMARCA,82,1524,1207
CAJAMARCA,CONTUMAZA,CONTUMAZA,137,463,1503
CAJAMARCA,CONTUMAZA,CHILETE,111,304,698
CAJAMARCA,CONTUMAZA,CUPISNIQUE,33,66,459
CAJAMARCA,CONTUMAZA,GUZMANGO,11,182,430
CAJAMARCA,CONTUMAZA,SAN BENITO,63,419,613
CAJAMARCA,CONTUMAZA,SANTA CRUZ DE TOLED,3,74,207
CAJAMARCA,CONTUMAZA,TANTARICA,82,273,432
CAJAMARCA,CONTUMAZA,YONAN,221,1242,727
CAJAMARCA,CUTERVO,CUTERVO,2003,8494,10087
CAJAMARCA,CUTERVO,CALLAYUC,138,741,2811
CAJAMARCA,CUTERVO,CHOROS,68,319,899
CAJAMARCA,CUTERVO,CUJILLO,37,410,460
CAJAMARCA,CUTERVO,LA RAMADA,97,415,872
CAJAMARCA,CUTERVO,PIMPINGOS,79,734,1008
CAJAMARCA,CUTERVO,QUEROCOTILLO,110,1348,3600
CAJAMARCA,CUTERVO,SAN ANDRES DE CUTERVO,57,642,1240
CAJAMARCA,CUTERVO,SAN JUAN DE CUTERVO,49,380,285
CAJAMARCA,CUTERVO,SAN LUIS DE LUCMA,64,576,451
CAJAMARCA,CUTERVO,SANTA CRUZ,59,418,638
CAJAMARCA,CUTERVO,SANTO DOMINGO DE LA CAPILLA,149,896,871
CAJAMARCA,CUTERVO,SANTO TOMAS,96,899,2001
CAJAMARCA,CUTERVO,SOCOTA,188,1440,1715
CAJAMARCA,CUTERVO,TORIBIO CASANOVA,17,135,396
CAJAMARCA,HUALGAYOC,BAMBAMARCA,3263,9954,8414
CAJAMARCA,HUALGAYOC,CHUGUR,93,534,331
CAJAMARCA,HUALGAYOC,HUALGAYOC,357,1695,2385
CAJAMARCA,JAEN,JAEN,11627,6413,6657
CAJAMARCA,JAEN,BELLAVISTA,701,885,5480
CAJAMARCA,JAEN,CHONTALI,85,1331,2055
CAJAMARCA,JAEN,COLASAY,206,1529,2302
CAJAMARCA,JAEN,HUABAL,151,1574,2089
CAJAMARCA,JAEN,LAS PIRIAS,83,754,901
CAJAMARCA,JAEN,POMAHUACA,137,1173,1552
CAJAMARCA,JAEN,PUCARA,545,615,1711
CAJAMARCA,JAEN,SALLIQUE,88,489,1994
CAJAMARCA,JAEN,SAN FELIPE,82,560,1266
CAJAMARCA,JAEN,SAN JOSE DEL ALTO,192,1268,1084
CAJAMARCA,JAEN,SANTA ROSA,182,2099,2039
CAJAMARCA,SAN IGNACIO,SAN IGNACIO,1373,5777,2644
CAJAMARCA,SAN IGNACIO,CHIRINOS,353,2545,1891
CAJAMARCA,SAN IGNACIO,HUARANGO,583,2659,4531
CAJAMARCA,SAN IGNACIO,LA COIPA,359,2989,4702
CAJAMARCA,SAN IGNACIO,NAMBALLE,179,1036,1820
CAJAMARCA,SAN IGNACIO,SAN JOSE DE LOURDES,332,3265,3161
CAJAMARCA,SAN IGNACIO,TABACONAS,305,3204,4025
CAJAMARCA,SAN MARCOS,PEDRO GALVEZ,908,3193,2956
CAJAMARCA,SAN MARCOS,CHANCAY,82,643,392
CAJAMARCA,SAN MARCOS,EDUARDO VILLANUEVA,48,515,324
CAJAMARCA,SAN MARCOS,GREGORIO PITA,63,1019,784
CAJAMARCA,SAN MARCOS,ICHOCAN,53,264,133
CAJAMARCA,SAN MARCOS,JOSE MANUEL QUIROZ,42,331,957
CAJAMARCA,SAN MARCOS,JOSE SABOGAL,106,659,3449
CAJAMARCA,SAN MIGUEL,SAN MIGUEL,314,1714,2848
CAJAMARCA,SAN MIGUEL,BOLIVAR,39,217,378
CAJAMARCA,SAN MIGUEL,CALQUIS,59,608,874
CAJAMARCA,SAN MIGUEL,CATILLUC,51,475,327
CAJAMARCA,SAN MIGUEL,EL PRADO,36,371,328
CAJAMARCA,SAN MIGUEL,LA FLORIDA,32,265,650
CAJAMARCA,SAN MIGUEL,LLAPA,115,845,598
CAJAMARCA,SAN MIGUEL,NANCHOC,22,135,444
CAJAMARCA,SAN MIGUEL,NIEPOS,30,391,880
CAJAMARCA,SAN MIGUEL,SAN GREGORIO,36,120,774
CAJAMARCA,SAN MIGUEL,SAN SILVESTRE DE COCHAN,93,736,658
CAJAMARCA,SAN MIGUEL,TONGOD,79,720,285
CAJAMARCA,SAN MIGUEL,UNION AGUA BLANCA,49,488,454
CAJAMARCA,SAN PABLO,SAN PABLO,333,1863,1875
CAJAMARCA,SAN PABLO,SAN BERNARDINO,61,233,1219
CAJAMARCA,SAN PABLO,SAN LUIS,23,75,337
CAJAMARCA,SAN PABLO,TUMBADEN,64,549,693
CAJAMARCA,SANTA CRUZ,SANTA CRUZ,519,1378,1451
CAJAMARCA,SANTA CRUZ,ANDABAMBA,12,178,370
CAJAMARCA,SANTA CRUZ,CATACHE,113,71,2359
CAJAMARCA,SANTA CRUZ,CHANCAYBAÑOS,94,291,743
CAJAMARCA,SANTA CRUZ,LA ESPERANZA,39,55,748
CAJAMARCA,SANTA CRUZ,NINABAMBA,41,471,222
CAJAMARCA,SANTA CRUZ,PULAN,82,717,860
CAJAMARCA,SANTA CRUZ,SAUCEPAMPA,33,60,517
CAJAMARCA,SANTA CRUZ,SEXI,19,53,66
CAJAMARCA,SANTA CRUZ,UTICYACU,22,220,235
CAJAMARCA,SANTA CRUZ,YAUYUCAN,68,496,460
CALLAO,CALLAO,CALLAO,59698,131699,23698
CALLAO,CALLAO,BELLAVISTA,4325,2978,462
CALLAO,CALLAO,CARMEN DE LA LEGUA REYNOSO,5999,5553,656
CALLAO,CALLAO,LA PERLA,2359,1201,358
CALLAO,CALLAO,LA PUNTA,98,46,15
CALLAO,CALLAO,VENTANILLA,22279,55485,11436
CALLAO,CALLAO,MI PERU,3189,10341,2324
CUSCO,CUSCO,CUSCO,91053,140286,167542
CUSCO,CUSCO,CCORCA,47,569,287
CUSCO,CUSCO,POROY,91053,140286,167542
CUSCO,CUSCO,SAN JERONIMO,5834,6010,1818
CUSCO,CUSCO,SAN SEBASTIAN,91053,140286,167542
CUSCO,CUSCO,SANTIAGO,12429,9826,2499
CUSCO,CUSCO,SAYLLA,875,445,111
CUSCO,CUSCO,WANCHAQ,4668,521,15
CUSCO,ACOMAYO,ACOMAYO,164,516,771
CUSCO,ACOMAYO,ACOPIA,53,231,700
CUSCO,ACOMAYO,ACOS,28,98,646
CUSCO,ACOMAYO,MOSOC LLACTA,39,140,282
CUSCO,ACOMAYO,POMACANCHI,101,874,1377
CUSCO,ACOMAYO,RONDOCAN,25,95,808
CUSCO,ACOMAYO,SANGARARA,55,236,725
CUSCO,ANTA,ANTA,1768,2619,2319
CUSCO,ANTA,ANCAHUASI,221,406,2490
CUSCO,ANTA,CACHIMAYO,110,215,243
CUSCO,ANTA,CHINCHAYPUJIO,76,408,1344
CUSCO,ANTA,HUAROCONDO,190,1060,842
CUSCO,ANTA,LIMATAMBO,245,1537,1848
CUSCO,ANTA,MOLLEPATA,139,589,354
CUSCO,ANTA,PUCYURA,313,482,400
CUSCO,ANTA,ZURITE,90,297,708
CUSCO,CALCA,CALCA,1988,3147,2650
CUSCO,CALCA,COYA,77,147,625
CUSCO,CALCA,LAMAY,156,827,1054
CUSCO,CALCA,LARES,102,964,1691
CUSCO,CALCA,PISAC,447,731,1842
CUSCO,CALCA,SAN SALVADOR,161,394,1154
CUSCO,CALCA,TARAY,258,459,721
CUSCO,CALCA,YANATILE,279,890,2170
CUSCO,CANAS,YANAOCA,258,988,2109
CUSCO,CANAS,CHECCA,129,135,2190
CUSCO,CANAS,KUNTURKANKI,186,361,1641
CUSCO,CANAS,LANGUI,111,150,770
CUSCO,CANAS,LAYO,127,572,1471
CUSCO,CANAS,PAMPAMARCA,69,295,225
CUSCO,CANAS,QUEHUE,58,255,861
CUSCO,CANAS,TUPAC AMARU,66,301,909
CUSCO,CANCHIS,SICUANI,4520,11637,11174
CUSCO,CANCHIS,CHECACUPE,299,724,896
CUSCO,CANCHIS,COMBAPATA,228,859,585
CUSCO,CANCHIS,MARANGANI,430,1298,2246
CUSCO,CANCHIS,PITUMARCA,176,1157,1782
CUSCO,CANCHIS,SAN PABLO,179,650,1195
CUSCO,CANCHIS,SAN PEDRO,212,374,575
CUSCO,CANCHIS,TINTA,458,913,910
CUSCO,CHUMBIVILCAS,SANTO TOMAS,687,2682,2957
CUSCO,CHUMBIVILCAS,CAPACMARCA,181,559,1498
CUSCO,CHUMBIVILCAS,CHAMACA,337,724,1580
CUSCO,CHUMBIVILCAS,COLQUEMARCA,221,1831,1433
CUSCO,CHUMBIVILCAS,LIVITACA,425,692,4079
CUSCO,CHUMBIVILCAS,LLUSCO,116,742,1449
CUSCO,CHUMBIVILCAS,QUIÑOTA,96,432,1240
CUSCO,CHUMBIVILCAS,VELILLE,183,816,1963
CUSCO,ESPINAR,ESPINAR,2536,7756,5255
CUSCO,ESPINAR,CONDOROMA,53,36,420
CUSCO,ESPINAR,COPORAQUE,619,437,4338
CUSCO,ESPINAR,OCORURO,74,59,563
CUSCO,ESPINAR,PALLPATA,198,801,1804
CUSCO,ESPINAR,PICHIGUA,198,140,1300
CUSCO,ESPINAR,SUYCKUTAMBO,81,46,757
CUSCO,ESPINAR,ALTO PICHIGUA,100,183,721
CUSCO,LA CONVENCION,SANTA ANA,4435,3121,1177
CUSCO,LA CONVENCION,ECHARATE,1593,4566,4326
CUSCO,LA CONVENCION,HUAYOPATA,401,1103,538
CUSCO,LA CONVENCION,MARANURA,429,1246,813
CUSCO,LA CONVENCION,OCOBAMBA,250,1185,741
CUSCO,LA CONVENCION,QUELLOUNO,668,1849,1810
CUSCO,LA CONVENCION,KIMBIRI,1534,2620,2341
CUSCO,LA CONVENCION,SANTA TERESA,475,1157,1165
CUSCO,LA CONVENCION,VILCABAMBA,572,1113,3218
CUSCO,LA CONVENCION,PICHARI,1911,2687,4053
CUSCO,LA CONVENCION,INKAWASI,114,1146,903
CUSCO,LA CONVENCION,VILLA VIRGEN,62,634,268
CUSCO,LA CONVENCION,VILLA KINTIARINA,64,237,832
CUSCO,LA CONVENCION,MEGANTONI,599,3389,1685
CUSCO,LA CONVENCION,KUMPIRUSHIATO,109,500,1235
CUSCO,LA CONVENCION,CIELO PUNCO,40,334,481
CUSCO,LA CONVENCION,MANITEA,117,519,529
CUSCO,LA CONVENCION,UNION ASHANINK,178,296,1017
CUSCO,PARURO,PARURO,78,439,482
CUSCO,PARURO,ACCHA,74,444,694
CUSCO,PARURO,CCAPI,48,696,608
CUSCO,PARURO,COLCHA,13,81,297
CUSCO,PARURO,HUANOQUITE,187,829,846
CUSCO,PARURO,OMACHA,66,717,1581
CUSCO,PARURO,PACCARITAMBO,32,82,666
CUSCO,PARURO,PILLPINTO,11,72,435
CUSCO,PARURO,YAURISQUE,76,275,749
CUSCO,PAUCARTAMBO,PAUCARTAMBO,336,1132,3033
CUSCO,PAUCARTAMBO,CAICAY,79,182,774
CUSCO,PAUCARTAMBO,CHALLABAMBA,182,1424,1843
CUSCO,PAUCARTAMBO,COLQUEPATA,119,1207,1344
CUSCO,PAUCARTAMBO,HUANCARANI,184,795,1093
CUSCO,PAUCARTAMBO,KOSÑIPATA,109,680,1541
CUSCO,QUISPICANCHI,URCOS,634,1360,1294
CUSCO,QUISPICANCHI,ANDAHUAYLILLAS,465,990,559
CUSCO,QUISPICANCHI,CAMANTI,127,187,192
CUSCO,QUISPICANCHI,CCARHUAYO,45,633,450
CUSCO,QUISPICANCHI,CCATCA,260,1166,3558
CUSCO,QUISPICANCHI,CUSIPATA,266,653,735
CUSCO,QUISPICANCHI,HUARO,148,317,997
CUSCO,QUISPICANCHI,LUCRE,248,409,525
CUSCO,QUISPICANCHI,MARCAPATA,181,248,1503
CUSCO,QUISPICANCHI,OCONGATE,486,2181,4032
CUSCO,QUISPICANCHI,OROPESA,1042,1097,411
CUSCO,QUISPICANCHI,QUIQUIJANA,270,860,2122
CUSCO,URUBAMBA,URUBAMBA,2067,2158,1546
CUSCO,URUBAMBA,CHINCHERO,758,1135,1149
CUSCO,URUBAMBA,HUAYLLABAMBA,385,509,823
CUSCO,URUBAMBA,MACHUPICCHU,620,553,386
CUSCO,URUBAMBA,MARAS,191,90,2587
CUSCO,URUBAMBA,OLLANTAYTAMBO,531,961,1420
CUSCO,URUBAMBA,YUCAY,204,744,203
HUANCAVELICA,HUANCAVELICA,HUANCAVELICA,16242,44400,70975
HUANCAVELICA,HUANCAVELICA,ACOBAMBILLA,58,388,502
HUANCAVELICA,HUANCAVELICA,ACORIA,552,2082,4077
HUANCAVELICA,HUANCAVELICA,CONAYCA,17,148,94
HUANCAVELICA,HUANCAVELICA,CUENCA,30,131,357
HUANCAVELICA,HUANCAVELICA,HUACHOCOLPA,96,129,453
HUANCAVELICA,HUANCAVELICA,HUAYLLAHUARA,34,127,167
HUANCAVELICA,HUANCAVELICA,IZCUCHACA,100,208,54
HUANCAVELICA,HUANCAVELICA,LARIA,20,94,209
HUANCAVELICA,HUANCAVELICA,MANTA,25,139,157
HUANCAVELICA,HUANCAVELICA,MARISCAL CACERES,12,101,54
HUANCAVELICA,HUANCAVELICA,MOYA,45,125,225
HUANCAVELICA,HUANCAVELICA,NUEVO OCCORO,92,219,617
HUANCAVELICA,HUANCAVELICA,PALCA,96,337,429
HUANCAVELICA,HUANCAVELICA,PILCHACA,18,91,118
HUANCAVELICA,HUANCAVELICA,VILCA,44,406,486
HUANCAVELICA,HUANCAVELICA,YAULI,823,1459,5243
HUANCAVELICA,HUANCAVELICA,ASCENSION,1183,1936,1197
HUANCAVELICA,HUANCAVELICA,HUANDO,186,777,1307
HUANCAVELICA,ACOBAMBA,ACOBAMBA,677,1791,816
HUANCAVELICA,ACOBAMBA,ANDABAMBA,67,469,905
HUANCAVELICA,ACOBAMBA,ANTA,87,418,1401
HUANCAVELICA,ACOBAMBA,CAJA,58,229,785
HUANCAVELICA,ACOBAMBA,MARCAS,44,328,523
HUANCAVELICA,ACOBAMBA,PAUCARA,315,1301,2091
HUANCAVELICA,ACOBAMBA,POMACOCHA,87,653,679
HUANCAVELICA,ACOBAMBA,ROSARIO,103,409,1726
HUANCAVELICA,ANGARAES,LIRCAY,1599,2764,4340
HUANCAVELICA,ANGARAES,ANCHONGA,245,465,2151
HUANCAVELICA,ANGARAES,CALLANMARCA,24,82,253
HUANCAVELICA,ANGARAES,CCOCHACCASA,227,327,206
HUANCAVELICA,ANGARAES,CHINCHO,36,213,194
HUANCAVELICA,ANGARAES,CONGALLA,86,526,1001
HUANCAVELICA,ANGARAES,HUANCA-HUANCA,33,206,388
HUANCAVELICA,ANGARAES,HUAYLLAY GRANDE,27,118,387
HUANCAVELICA,ANGARAES,JULCAMARCA,38,207,229
HUANCAVELICA,ANGARAES,SAN ANTONIO DE ANTAPARCO,26,153,172
HUANCAVELICA,ANGARAES,SANTO TOMAS DE PATA,44,204,495
HUANCAVELICA,ANGARAES,SECCLLA,77,515,619
HUANCAVELICA,CASTROVIRREYNA,CASTROVIRREYNA,215,338,293
HUANCAVELICA,CASTROVIRREYNA,ARMA,21,66,284
HUANCAVELICA,CASTROVIRREYNA,AURAHUA,34,189,339
HUANCAVELICA,CASTROVIRREYNA,CAPILLAS,27,244,175
HUANCAVELICA,CASTROVIRREYNA,CHUPAMARCA,13,173,138
HUANCAVELICA,CASTROVIRREYNA,COCAS,35,127,386
HUANCAVELICA,CASTROVIRREYNA,HUACHOS,24,184,309
HUANCAVELICA,CASTROVIRREYNA,HUAMATAMBO,8,84,48
HUANCAVELICA,CASTROVIRREYNA,MOLLEPAMPA,29,179,215
HUANCAVELICA,CASTROVIRREYNA,SAN JUAN,31,114,208
HUANCAVELICA,CASTROVIRREYNA,SANTA ANA,56,61,259
HUANCAVELICA,CASTROVIRREYNA,TANTARA,24,170,96
HUANCAVELICA,CASTROVIRREYNA,TICRAPO,95,236,244
HUANCAVELICA,CHURCAMPA,CHURCAMPA,190,797,885
HUANCAVELICA,CHURCAMPA,ANCO,104,1008,934
HUANCAVELICA,CHURCAMPA,CHINCHIHUASI,38,235,793
HUANCAVELICA,CHURCAMPA,EL CARMEN,42,104,1078
HUANCAVELICA,CHURCAMPA,LA MERCED,7,83,187
HUANCAVELICA,CHURCAMPA,LOCROJA,91,333,1162
HUANCAVELICA,CHURCAMPA,PAUCARBAMBA,64,614,1214
HUANCAVELICA,CHURCAMPA,SAN MIGUEL DE MAYOCC,21,111,168
HUANCAVELICA,CHURCAMPA,SAN PEDRO DE CORIS,63,244,816
HUANCAVELICA,CHURCAMPA,PACHAMARCA,54,394,554
HUANCAVELICA,CHURCAMPA,COSME,31,509,730
HUANCAVELICA,HUAYTARA,HUAYTARA,156,327,252
HUANCAVELICA,HUAYTARA,AYAVI,10,65,159
HUANCAVELICA,HUAYTARA,CORDOVA,25,223,211
HUANCAVELICA,HUAYTARA,HUAYACUNDO ARMA,8,65,32
HUANCAVELICA,HUAYTARA,LARAMARCA,15,127,73
HUANCAVELICA,HUAYTARA,OCOYO,17,136,164
HUANCAVELICA,HUAYTARA,PILPICHACA,161,213,1390
HUANCAVELICA,HUAYTARA,QUERCO,21,167,153
HUANCAVELICA,HUAYTARA,QUITO-ARMA,18,152,133
HUANCAVELICA,HUAYTARA,SAN ANTONIO DE CUSICANCHA,26,173,276
HUANCAVELICA,HUAYTARA,SAN FRANCISCO DE SANGAYAICO,11,136,283
HUANCAVELICA,HUAYTARA,SAN ISIDRO,11,40,187
HUANCAVELICA,HUAYTARA,SANTIAGO DE CHOCORVOS,70,241,477
HUANCAVELICA,HUAYTARA,SANTIAGO DE QUIRAHUARA,10,18,188
HUANCAVELICA,HUAYTARA,SANTO DOMINGO DE CAPILLAS,19,130,142
HUANCAVELICA,HUAYTARA,TAMBO,21,166,118
HUANCAVELICA,TAYACAJA,PAMPAS,654,1554,948
HUANCAVELICA,TAYACAJA,ACOSTAMBO,96,503,797
HUANCAVELICA,TAYACAJA,ACRAQUIA,208,811,698
HUANCAVELICA,TAYACAJA,AHUAYCHA,164,743,567
HUANCAVELICA,TAYACAJA,COLCABAMBA,324,1563,3104
HUANCAVELICA,TAYACAJA,DANIEL HERNANDEZ,539,1566,1362
HUANCAVELICA,TAYACAJA,HUACHOCOLPA,65,280,540
HUANCAVELICA,TAYACAJA,HUARIBAMBA,107,320,1118
HUANCAVELICA,TAYACAJA,ÑAHUIMPUQUIO,47,304,270
HUANCAVELICA,TAYACAJA,PAZOS,204,1125,690
HUANCAVELICA,TAYACAJA,QUISHUAR,10,93,187
HUANCAVELICA,TAYACAJA,SALCABAMBA,77,474,1042
HUANCAVELICA,TAYACAJA,SALCAHUASI,33,249,905
HUANCAVELICA,TAYACAJA,SAN MARCOS DE ROCCHAC,60,154,683
HUANCAVELICA,TAYACAJA,SURCUBAMBA,90,441,1206
HUANCAVELICA,TAYACAJA,TINTAY PUNCU,51,132,611
HUANCAVELICA,TAYACAJA,QUICHUAS,90,544,1013
HUANCAVELICA,TAYACAJA,ANDAYMARCA,57,406,624
HUANCAVELICA,TAYACAJA,ROBLE,12,185,364
HUANCAVELICA,TAYACAJA,PICHOS,18,331,295
HUANCAVELICA,TAYACAJA,SANTIAGO DE TUCUMA,16,341,166
HUANCAVELICA,TAYACAJA,LAMBRAS,58,398,481
HUANCAVELICA,TAYACAJA,COCHABAMBA,10,20,364
HUANUCO,HUANUCO,HUANUCO,11103,3690,2122
HUANUCO,HUANUCO,AMARILIS,45541,86020,89466
HUANUCO,HUANUCO,CHINCHAO,45541,86020,89466
HUANUCO,HUANUCO,CHURUBAMBA,357,2550,3678
HUANUCO,HUANUCO,MARGOS,65,958,700
HUANUCO,HUANUCO,QUISQUI (KICHKI),151,695,847
HUANUCO,HUANUCO,SAN FRANCISCO DE CAYRAN,182,931,809
HUANUCO,HUANUCO,SAN PEDRO DE CHAULAN,16,376,666
HUANUCO,HUANUCO,SANTA MARIA DEL VALLE,863,2890,2702
HUANUCO,HUANUCO,YARUMAYO,46,292,408
HUANUCO,HUANUCO,PILLCO MARCA,2782,2209,2496
HUANUCO,HUANUCO,YACUS,19,387,508
HUANUCO,HUANUCO,SAN PABLO DE PILLAO,195,1967,914
HUANUCO,AMBO,AMBO,621,2080,2710
HUANUCO,AMBO,CAYNA,55,534,384
HUANUCO,AMBO,COLPAS,16,247,383
HUANUCO,AMBO,CONCHAMARCA,195,1079,598
HUANUCO,AMBO,HUACAR,204,1637,711
HUANUCO,AMBO,SAN FRANCISCO,55,490,128
HUANUCO,AMBO,SAN RAFAEL,229,1634,1594
HUANUCO,AMBO,TOMAY KICHWA,360,506,258
HUANUCO,DOS DE MAYO,LA UNION,138,713,678
HUANUCO,DOS DE MAYO,CHUQUIS,75,522,776
HUANUCO,DOS DE MAYO,MARIAS,58,888,1092
HUANUCO,DOS DE MAYO,PACHAS,178,1170,856
HUANUCO,DOS DE MAYO,QUIVILLA,29,170,184
HUANUCO,DOS DE MAYO,RIPAN,175,627,978
HUANUCO,DOS DE MAYO,SHUNQUI,68,327,389
HUANUCO,DOS DE MAYO,SILLAPATA,80,382,400
HUANUCO,DOS DE MAYO,YANAS,78,408,632
HUANUCO,HUACAYBAMBA,HUACAYBAMBA,120,990,459
HUANUCO,HUACAYBAMBA,CANCHABAMBA,69,379,575
HUANUCO,HUACAYBAMBA,COCHABAMBA,11,187,255
HUANUCO,HUACAYBAMBA,PINRA,79,994,914
HUANUCO,HUAMALIES,LLATA,462,2280,1879
HUANUCO,HUAMALIES,ARANCAY,35,403,228
HUANUCO,HUAMALIES,CHAVIN DE PARIARCA,37,604,670
HUANUCO,HUAMALIES,JACAS GRANDE,176,718,1263
HUANUCO,HUAMALIES,JIRCAN,28,278,256
HUANUCO,HUAMALIES,MIRAFLORES,63,653,435
HUANUCO,HUAMALIES,MONZON,498,1860,2636
HUANUCO,HUAMALIES,PUNCHAO,55,427,221
HUANUCO,HUAMALIES,PUÑOS,118,721,829
HUANUCO,HUAMALIES,SINGA,84,576,498
HUANUCO,HUAMALIES,TANTAMAYO,22,354,341
HUANUCO,LEONCIO PRADO,RUPA-RUPA,4348,3885,3210
HUANUCO,LEONCIO PRADO,DANIEL ALOMIA ROBLES,173,1135,1048
HUANUCO,LEONCIO PRADO,HERMILIO VALDIZAN,135,833,511
HUANUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,2010,2583,1884
HUANUCO,LEONCIO PRADO,LUYANDO,388,1283,1822
HUANUCO,LEONCIO PRADO,MARIANO DAMASO BERAUN,819,1927,1069
HUANUCO,LEONCIO PRADO,PUCAYACU,99,685,756
HUANUCO,LEONCIO PRADO,CASTILLO GRANDE,659,1130,1332
HUANUCO,LEONCIO PRADO,PUEBLO NUEVO,122,591,1015
HUANUCO,LEONCIO PRADO,SANTO DOMINGO DE ANDA,156,566,336
HUANUCO,MARAÑON,HUACRACHUCO,238,3172,1269
HUANUCO,MARAÑON,CHOLON,180,755,1497
HUANUCO,MARAÑON,SAN BUENAVENTURA,55,401,351
HUANUCO,MARAÑON,LA MORADA,47,430,954
HUANUCO,MARAÑON,SANTA ROSA DE ALTO JAYANANCA,31,89,1001
HUANUCO,PACHITEA,PANAO,329,1845,4123
HUANUCO,PACHITEA,CHAGLLA,504,1967,1851
